zona,region,provincia,provincia_poblacion,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,created_at
9,sierra,pichincha,3228233,Puerto Quito,24911,306,306,0,0,0,2021-03-18
6,amazonia,morona santiago,196535,Taisha,26773,288,288,0,0,0,2021-03-18
8,costa,guayas,4387434,Naranjito,43862,284,284,0,0,0,2021-03-18
4,costa,manabi,1562079,Rocafuerte,37312,256,256,0,0,0,2021-03-18
3,sierra,tungurahua,590600,Quero,20627,250,250,0,0,0,2021-03-18
1,sierra,imbabura,476257,Antonio Ante,54311,242,242,0,0,0,2021-03-18
4,costa,manabi,1562079,Jaramijo,28439,367,240,127,0,0,2021-03-18
3,sierra,bolivar,209933,San Miguel,29004,235,234,1,0,0,2021-03-18
7,sierra,loja,521154,Puyango,15925,233,233,0,0,0,2021-03-18
6,amazonia,morona santiago,196535,Santiago,11087,224,224,0,0,0,2021-03-18
2,amazonia,orellana,161338,Aguarico,3629,218,218,0,0,0,2021-03-18
4,costa,manabi,1562079,Pajan,37093,216,216,0,0,0,2021-03-18
9,sierra,pichincha,3228233,Pedro Vicente Maldonado,17171,216,216,0,0,0,2021-03-18
3,sierra,chimborazo,524004,Guano,48395,220,208,12,0,0,2021-03-18
4,costa,manabi,1562079,Jama,26116,197,197,0,0,0,2021-03-18
3,sierra,tungurahua,590600,Patate,15825,208,195,13,0,0,2021-03-18
4,costa,manabi,1562079,Pichincha,29599,191,191,0,0,0,2021-03-18
5,costa,los rios,921763,Baba,43429,262,188,74,0,0,2021-03-18
7,sierra,loja,521154,Gonzanama,10953,170,170,0,0,0,2021-03-18
7,costa,el oro,715751,Atahualpa,6436,169,169,0,0,0,2021-03-18
3,sierra,chimborazo,524004,Chunchi,12795,168,168,0,0,0,2021-03-18
6,amazonia,morona santiago,196535,Sucua,23823,161,161,0,0,0,2021-03-18
4,costa,manabi,1562079,Veinticuatro De Mayo,28514,214,149,65,0,0,2021-03-18
7,sierra,loja,521154,Espindola,14209,148,148,0,0,0,2021-03-18
6,sierra,azuay,881394,Camilo Ponce Enriquez,36423,145,145,0,0,0,2021-03-18
4,costa,manabi,1562079,Pedernales,63441,181,144,37,0,0,2021-03-18
6,sierra,azuay,881394,Chordeleg,15176,141,141,0,0,0,2021-03-18
3,sierra,bolivar,209933,Chimbo,17378,147,135,12,0,0,2021-03-18
3,sierra,chimborazo,524004,Penipe,6955,134,134,0,0,0,2021-03-18
1,costa,esmeraldas,591083,Muisne,31106,132,132,0,0,0,2021-03-18
7,costa,el oro,715751,Chilla,2379,128,128,0,0,0,2021-03-18
8,costa,guayas,4387434,Santa Lucia,45004,127,127,0,0,0,2021-03-18
2,amazonia,napo,133705,Archidona,33068,134,123,11,0,0,2021-03-18
2,amazonia,pastaza,114202,Mera,17547,151,120,31,0,0,2021-03-18
1,sierra,carchi,186869,Mira,11969,106,106,0,0,0,2021-03-18
3,sierra,cotopaxi,488716,Sigchos,23277,104,104,0,0,0,2021-03-18
6,sierra,azuay,881394,El Pan,3091,102,102,0,0,0,2021-03-18
9,sierra,pichincha,3228233,Pedro Moncayo,43281,93,93,0,0,0,2021-03-18
7,amazonia,zamora chinchipe,120416,El Pangui,10945,156,91,65,0,0,2021-03-18
8,costa,guayas,4387434,Naranjal,95052,90,90,0,0,0,2021-03-18
8,costa,guayas,4387434,Daule,173684,88,88,0,0,0,2021-03-18
6,sierra,azuay,881394,Sevilla De Oro,6890,88,88,0,0,0,2021-03-18
6,sierra,azuay,881394,Pucara,10584,84,84,0,0,0,2021-03-18
6,sierra,canar,281396,Biblian,23741,111,81,30,0,0,2021-03-18
2,amazonia,napo,133705,El Chaco,10142,81,81,0,0,0,2021-03-18
5,costa,santa elena,401178,La Libertad,117767,99,79,20,0,0,2021-03-18
8,costa,guayas,4387434,San Jacinto De Yaguachi,78204,72,72,0,0,0,2021-03-18
3,sierra,tungurahua,590600,Cevallos,9936,67,67,0,0,0,2021-03-18
3,sierra,cotopaxi,488716,Saquisili,31426,67,67,0,0,0,2021-03-18
6,amazonia,morona santiago,196535,Limon Indanza,10349,66,66,0,0,0,2021-03-18
7,sierra,loja,521154,Zapotillo,14325,64,64,0,0,0,2021-03-18
8,costa,guayas,4387434,Salitre,65765,60,60,0,0,0,2021-03-18
7,costa,el oro,715751,Balsas,9233,56,56,0,0,0,2021-03-18
3,sierra,chimborazo,524004,Cumanda,17973,56,56,0,0,0,2021-03-18
6,sierra,azuay,881394,Nabon,17292,49,49,0,0,0,2021-03-18
8,costa,guayas,4387434,Coronel Marcelino Mariduena,13132,43,43,0,0,0,2021-03-18
4,costa,manabi,1562079,San Vicente,24799,41,41,0,0,0,2021-03-18
4,costa,manabi,1562079,Flavio Alfaro,23822,38,38,0,0,0,2021-03-18
6,sierra,azuay,881394,Giron,13037,36,36,0,0,0,2021-03-18
3,sierra,cotopaxi,488716,La Mana,56905,36,36,0,0,0,2021-03-18
8,costa,guayas,4387434,Simon Bolivar,32224,35,35,0,0,0,2021-03-18
5,costa,santa elena,401178,Salinas,94590,302,34,268,0,0,2021-03-18
7,costa,el oro,715751,Zaruma,25654,51,33,18,0,0,2021-03-18
6,sierra,canar,281396,El Tambo,12462,21,21,0,0,0,2021-03-18
3,sierra,tungurahua,590600,Tisaleo,14317,20,20,0,0,0,2021-03-18
6,sierra,azuay,881394,Gualaceo,49104,19,19,0,0,0,2021-03-18
6,sierra,azuay,881394,Guachapala,3859,16,16,0,0,0,2021-03-18
3,sierra,chimborazo,524004,Pallatanga,12277,16,16,0,0,0,2021-03-18
4,costa,sto. domingo tsachilas,511151,La Concordia,52571,36,15,21,0,0,2021-03-18
2,amazonia,sucumbios,230503,Gonzalo Pizarro,10007,10,10,0,0,0,2021-03-18
3,sierra,chimborazo,524004,Chambo,13378,13,9,4,0,0,2021-03-18
2,amazonia,sucumbios,230503,Cuyabeno,7154,4,4,0,0,0,2021-03-18
4,costa,manabi,1562079,Montecristi,107785,22,4,18,0,0,2021-03-18
2,amazonia,orellana,161338,La Joya De Los Sachas,39352,3,3,0,0,0,2021-03-18
9,sierra,pichincha,3228233,San Miguel De Los Bancos,29969,3,3,0,0,0,2021-03-18
2,amazonia,sucumbios,230503,Putumayo,16106,2,2,0,0,0,2021-03-18
7,amazonia,zamora chinchipe,120416,Yacuambi,7121,2,2,0,0,0,2021-03-18
6,amazonia,morona santiago,196535,Logrono,7643,1,1,0,0,0,2021-03-18
3,sierra,tungurahua,590600,Mocha,7336,1,1,0,0,0,2021-03-18
7,sierra,loja,521154,Pindal,10540,1,1,0,0,0,2021-03-18
2,amazonia,pastaza,114202,Santa Clara,4150,1,1,0,0,0,2021-03-18
9,sierra,pichincha,3228233,Quito,2781641,70083,62166,7917,0,0,2021-03-19
8,costa,guayas,4387434,Guayaquil,2723665,40726,32671,8055,0,0,2021-03-19
6,sierra,azuay,881394,Cuenca,636996,19692,17779,1913,0,0,2021-03-19
8,costa,guayas,4387434,Samborondon,102404,12365,11830,535,0,0,2021-03-19
4,costa,manabi,1562079,Portoviejo,321800,10567,8717,1850,0,0,2021-03-19
7,sierra,loja,521154,Loja,274112,7789,7028,761,0,0,2021-03-19
7,costa,el oro,715751,Machala,289141,7403,6688,715,0,0,2021-03-19
3,sierra,chimborazo,524004,Riobamba,264048,6144,5427,717,0,0,2021-03-19
5,insular,galapagos,33042,Santa Cruz,20302,4853,4764,89,0,0,2021-03-19
8,costa,guayas,4387434,Milagro,199835,4923,4514,409,0,0,2021-03-19
3,sierra,tungurahua,590600,Ambato,387309,4021,3855,166,0,0,2021-03-19
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,4537,3814,723,0,0,2021-03-19
5,costa,los rios,921763,Babahoyo,175281,3922,3757,165,0,0,2021-03-19
5,insular,galapagos,33042,San Cristobal,9667,3481,3357,124,0,0,2021-03-19
6,sierra,canar,281396,Azogues,86276,3528,3334,194,0,0,2021-03-19
1,sierra,imbabura,476257,Ibarra,221149,4315,3150,1165,0,0,2021-03-19
3,sierra,bolivar,209933,Guaranda,108763,3363,3126,237,0,0,2021-03-19
3,sierra,cotopaxi,488716,Latacunga,205624,2983,2882,101,0,0,2021-03-19
5,costa,los rios,921763,Quevedo,213842,2809,2650,159,0,0,2021-03-19
6,amazonia,morona santiago,196535,Morona,58281,2664,2572,92,0,0,2021-03-19
5,costa,santa elena,401178,Santa Elena,188821,2725,2557,168,0,0,2021-03-19
2,amazonia,napo,133705,Tena,79182,2880,2542,338,0,0,2021-03-19
4,costa,manabi,1562079,Manta,264281,2889,2391,498,0,0,2021-03-19
1,sierra,carchi,186869,Tulcan,102395,2639,2316,323,0,0,2021-03-19
1,costa,esmeraldas,591083,Esmeraldas,218727,3066,2190,876,0,0,2021-03-19
2,amazonia,orellana,161338,Orellana,93778,2218,2006,212,0,0,2021-03-19
2,amazonia,sucumbios,230503,Lago Agrio,119594,2247,1965,282,0,0,2021-03-19
4,costa,manabi,1562079,Chone,131002,1925,1590,335,0,0,2021-03-19
7,costa,el oro,715751,Santa Rosa,82171,1543,1507,36,0,0,2021-03-19
9,sierra,pichincha,3228233,Cayambe,107660,1467,1467,0,0,0,2021-03-19
5,insular,galapagos,33042,Isabela,3073,1390,1390,0,0,0,2021-03-19
7,amazonia,zamora chinchipe,120416,Zamora,32761,1275,1203,72,0,0,2021-03-19
9,sierra,pichincha,3228233,Ruminahui,115433,1146,1145,1,0,0,2021-03-19
1,sierra,imbabura,476257,Otavalo,125785,1279,1068,211,0,0,2021-03-19
4,costa,manabi,1562079,Sucre,62443,1273,1030,243,0,0,2021-03-19
6,sierra,canar,281396,Canar,68747,920,920,0,0,0,2021-03-19
2,amazonia,sucumbios,230503,Shushufindi,57949,908,908,0,0,0,2021-03-19
4,costa,manabi,1562079,Jipijapa,74645,923,836,87,0,0,2021-03-19
1,sierra,carchi,186869,Montufar,34229,827,773,54,0,0,2021-03-19
5,costa,los rios,921763,Vinces,82329,823,757,66,0,0,2021-03-19
7,costa,el oro,715751,Portovelo,14028,745,745,0,0,0,2021-03-19
7,costa,el oro,715751,Pasaje,87723,746,711,35,0,0,2021-03-19
3,sierra,cotopaxi,488716,Pujili,79772,671,671,0,0,0,2021-03-19
8,costa,guayas,4387434,Duran,315724,719,600,119,0,0,2021-03-19
9,sierra,pichincha,3228233,Mejia,108167,598,597,1,0,0,2021-03-19
3,sierra,tungurahua,590600,Pelileo,66836,589,589,0,0,0,2021-03-19
1,costa,esmeraldas,591083,Quininde,145879,578,578,0,0,0,2021-03-19
6,sierra,azuay,881394,Paute,29214,576,576,0,0,0,2021-03-19
6,sierra,azuay,881394,Santa Isabel,20935,564,564,0,0,0,2021-03-19
2,amazonia,pastaza,114202,Pastaza,84377,614,552,62,0,0,2021-03-19
1,costa,esmeraldas,591083,Atacames,55495,607,550,57,0,0,2021-03-19
5,costa,los rios,921763,Valencia,54637,720,549,171,0,0,2021-03-19
7,costa,el oro,715751,Pinas,30206,541,541,0,0,0,2021-03-19
1,costa,esmeraldas,591083,Eloy Alfaro,45629,526,526,0,0,0,2021-03-19
1,sierra,imbabura,476257,Cotacachi,44203,562,520,42,0,0,2021-03-19
5,costa,los rios,921763,Buena Fe,83654,625,497,128,0,0,2021-03-19
3,sierra,cotopaxi,488716,Salcedo,67100,484,470,14,0,0,2021-03-19
1,sierra,carchi,186869,Espejo,13817,499,460,39,0,0,2021-03-19
7,sierra,loja,521154,Catamayo,35961,459,459,0,0,0,2021-03-19
1,costa,esmeraldas,591083,San Lorenzo,62772,454,450,4,0,0,2021-03-19
4,costa,manabi,1562079,Santa Ana,48152,510,450,60,0,0,2021-03-19
3,sierra,cotopaxi,488716,Pangua,24612,446,446,0,0,0,2021-03-19
7,costa,el oro,715751,El Guabo,63645,456,425,31,0,0,2021-03-19
7,sierra,loja,521154,Paltas,23471,420,420,0,0,0,2021-03-19
3,sierra,tungurahua,590600,Pillaro,43371,424,418,6,0,0,2021-03-19
3,sierra,chimborazo,524004,Alausi,45054,412,412,0,0,0,2021-03-19
6,amazonia,morona santiago,196535,Gualaquiza,19555,404,404,0,0,0,2021-03-19
2,amazonia,napo,133705,Quijos,6847,387,387,0,0,0,2021-03-19
6,sierra,canar,281396,La Troncal,76872,384,384,0,0,0,2021-03-19
5,costa,los rios,921763,Montalvo,28720,415,384,31,0,0,2021-03-19
7,sierra,loja,521154,Macara,20269,363,363,0,0,0,2021-03-19
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,362,353,9,0,0,2021-03-19
3,sierra,tungurahua,590600,Banos,25043,350,350,0,0,0,2021-03-19
4,costa,manabi,1562079,El Carmen,111344,350,350,0,0,0,2021-03-19
3,sierra,chimborazo,524004,Guamote,58291,349,349,0,0,0,2021-03-19
1,costa,esmeraldas,591083,Rioverde,31475,439,338,101,0,0,2021-03-19
7,sierra,loja,521154,Saraguro,33506,338,338,0,0,0,2021-03-19
3,sierra,chimborazo,524004,Colta,44838,333,332,1,0,0,2021-03-19
7,sierra,loja,521154,Calvas,29565,316,316,0,0,0,2021-03-19
7,costa,el oro,715751,Huaquillas,60440,327,315,12,0,0,2021-03-19
9,sierra,pichincha,3228233,Puerto Quito,24911,306,306,0,0,0,2021-03-19
6,amazonia,morona santiago,196535,Taisha,26773,288,288,0,0,0,2021-03-19
4,costa,manabi,1562079,Jaramijo,28439,413,286,127,0,0,2021-03-19
8,costa,guayas,4387434,Naranjito,43862,284,284,0,0,0,2021-03-19
4,costa,manabi,1562079,Rocafuerte,37312,256,256,0,0,0,2021-03-19
3,sierra,tungurahua,590600,Quero,20627,250,250,0,0,0,2021-03-19
1,sierra,imbabura,476257,Antonio Ante,54311,296,242,54,0,0,2021-03-19
3,sierra,bolivar,209933,San Miguel,29004,235,234,1,0,0,2021-03-19
7,sierra,loja,521154,Puyango,15925,233,233,0,0,0,2021-03-19
6,amazonia,morona santiago,196535,Santiago,11087,224,224,0,0,0,2021-03-19
2,amazonia,orellana,161338,Aguarico,3629,218,218,0,0,0,2021-03-19
4,costa,manabi,1562079,Pajan,37093,216,216,0,0,0,2021-03-19
9,sierra,pichincha,3228233,Pedro Vicente Maldonado,17171,216,216,0,0,0,2021-03-19
3,sierra,chimborazo,524004,Guano,48395,220,208,12,0,0,2021-03-19
4,costa,manabi,1562079,Jama,26116,197,197,0,0,0,2021-03-19
3,sierra,tungurahua,590600,Patate,15825,208,195,13,0,0,2021-03-19
4,costa,manabi,1562079,Pichincha,29599,191,191,0,0,0,2021-03-19
5,costa,los rios,921763,Baba,43429,262,188,74,0,0,2021-03-19
7,sierra,loja,521154,Gonzanama,10953,170,170,0,0,0,2021-03-19
7,costa,el oro,715751,Atahualpa,6436,169,169,0,0,0,2021-03-19
3,sierra,chimborazo,524004,Chunchi,12795,168,168,0,0,0,2021-03-19
6,amazonia,morona santiago,196535,Sucua,23823,161,161,0,0,0,2021-03-19
4,costa,manabi,1562079,Veinticuatro De Mayo,28514,214,149,65,0,0,2021-03-19
7,sierra,loja,521154,Espindola,14209,148,148,0,0,0,2021-03-19
6,sierra,azuay,881394,Camilo Ponce Enriquez,36423,145,145,0,0,0,2021-03-19
4,costa,manabi,1562079,Pedernales,63441,181,144,37,0,0,2021-03-19
6,sierra,azuay,881394,Chordeleg,15176,141,141,0,0,0,2021-03-19
3,sierra,bolivar,209933,Chimbo,17378,147,135,12,0,0,2021-03-19
3,sierra,chimborazo,524004,Penipe,6955,134,134,0,0,0,2021-03-19
1,costa,esmeraldas,591083,Muisne,31106,132,132,0,0,0,2021-03-19
7,costa,el oro,715751,Chilla,2379,128,128,0,0,0,2021-03-19
8,costa,guayas,4387434,Santa Lucia,45004,127,127,0,0,0,2021-03-19
2,amazonia,napo,133705,Archidona,33068,134,123,11,0,0,2021-03-19
2,amazonia,pastaza,114202,Mera,17547,151,120,31,0,0,2021-03-19
1,sierra,carchi,186869,Mira,11969,106,106,0,0,0,2021-03-19
3,sierra,cotopaxi,488716,Sigchos,23277,104,104,0,0,0,2021-03-19
6,sierra,azuay,881394,El Pan,3091,102,102,0,0,0,2021-03-19
9,sierra,pichincha,3228233,Pedro Moncayo,43281,93,93,0,0,0,2021-03-19
7,amazonia,zamora chinchipe,120416,El Pangui,10945,156,91,65,0,0,2021-03-19
6,sierra,azuay,881394,Pucara,10584,91,91,0,0,0,2021-03-19
8,costa,guayas,4387434,Naranjal,95052,90,90,0,0,0,2021-03-19
8,costa,guayas,4387434,Daule,173684,88,88,0,0,0,2021-03-19
6,sierra,azuay,881394,Sevilla De Oro,6890,88,88,0,0,0,2021-03-19
6,sierra,canar,281396,Biblian,23741,111,81,30,0,0,2021-03-19
2,amazonia,napo,133705,El Chaco,10142,81,81,0,0,0,2021-03-19
5,costa,santa elena,401178,La Libertad,117767,99,79,20,0,0,2021-03-19
8,costa,guayas,4387434,San Jacinto De Yaguachi,78204,72,72,0,0,0,2021-03-19
3,sierra,tungurahua,590600,Cevallos,9936,67,67,0,0,0,2021-03-19
3,sierra,cotopaxi,488716,Saquisili,31426,67,67,0,0,0,2021-03-19
6,amazonia,morona santiago,196535,Limon Indanza,10349,66,66,0,0,0,2021-03-19
7,sierra,loja,521154,Zapotillo,14325,64,64,0,0,0,2021-03-19
8,costa,guayas,4387434,Salitre,65765,60,60,0,0,0,2021-03-19
7,costa,el oro,715751,Balsas,9233,56,56,0,0,0,2021-03-19
3,sierra,chimborazo,524004,Cumanda,17973,56,56,0,0,0,2021-03-19
6,sierra,azuay,881394,Nabon,17292,50,49,1,0,0,2021-03-19
8,costa,guayas,4387434,Coronel Marcelino Mariduena,13132,43,43,0,0,0,2021-03-19
4,costa,manabi,1562079,San Vicente,24799,41,41,0,0,0,2021-03-19
4,costa,manabi,1562079,Flavio Alfaro,23822,38,38,0,0,0,2021-03-19
6,sierra,azuay,881394,Giron,13037,36,36,0,0,0,2021-03-19
3,sierra,cotopaxi,488716,La Mana,56905,36,36,0,0,0,2021-03-19
8,costa,guayas,4387434,Simon Bolivar,32224,35,35,0,0,0,2021-03-19
5,costa,santa elena,401178,Salinas,94590,302,34,268,0,0,2021-03-19
7,costa,el oro,715751,Zaruma,25654,51,33,18,0,0,2021-03-19
6,sierra,canar,281396,El Tambo,12462,21,21,0,0,0,2021-03-19
3,sierra,tungurahua,590600,Tisaleo,14317,20,20,0,0,0,2021-03-19
6,sierra,azuay,881394,Gualaceo,49104,19,19,0,0,0,2021-03-19
6,sierra,azuay,881394,Guachapala,3859,16,16,0,0,0,2021-03-19
3,sierra,chimborazo,524004,Pallatanga,12277,16,16,0,0,0,2021-03-19
4,costa,sto. domingo tsachilas,511151,La Concordia,52571,36,15,21,0,0,2021-03-19
2,amazonia,sucumbios,230503,Gonzalo Pizarro,10007,10,10,0,0,0,2021-03-19
3,sierra,chimborazo,524004,Chambo,13378,13,9,4,0,0,2021-03-19
2,amazonia,sucumbios,230503,Cuyabeno,7154,4,4,0,0,0,2021-03-19
4,costa,manabi,1562079,Montecristi,107785,64,4,60,0,0,2021-03-19
2,amazonia,orellana,161338,La Joya De Los Sachas,39352,3,3,0,0,0,2021-03-19
9,sierra,pichincha,3228233,San Miguel De Los Bancos,29969,3,3,0,0,0,2021-03-19
2,amazonia,sucumbios,230503,Putumayo,16106,2,2,0,0,0,2021-03-19
7,amazonia,zamora chinchipe,120416,Yacuambi,7121,2,2,0,0,0,2021-03-19
6,amazonia,morona santiago,196535,Logrono,7643,1,1,0,0,0,2021-03-19
3,sierra,tungurahua,590600,Mocha,7336,1,1,0,0,0,2021-03-19
7,sierra,loja,521154,Pindal,10540,1,1,0,0,0,2021-03-19
2,amazonia,pastaza,114202,Santa Clara,4150,1,1,0,0,0,2021-03-19
1,sierra,imbabura,476257,San Miguel De Urcuqui,17540,60,0,60,0,0,2021-03-19
9,sierra,pichincha,3228233,Quito,2781641,70775,62167,8608,0,0,2021-03-20
8,costa,guayas,4387434,Guayaquil,2723665,40726,32671,8055,0,0,2021-03-20
6,sierra,azuay,881394,Cuenca,636996,21679,17856,3823,0,0,2021-03-20
8,costa,guayas,4387434,Samborondon,102404,12365,11830,535,0,0,2021-03-20
4,costa,manabi,1562079,Portoviejo,321800,10960,9110,1850,0,0,2021-03-20
7,sierra,loja,521154,Loja,274112,7789,7028,761,0,0,2021-03-20
7,costa,el oro,715751,Machala,289141,7404,6689,715,0,0,2021-03-20
3,sierra,chimborazo,524004,Riobamba,264048,6145,5427,718,0,0,2021-03-20
5,insular,galapagos,33042,Santa Cruz,20302,4853,4764,89,0,0,2021-03-20
8,costa,guayas,4387434,Milagro,199835,4923,4514,409,0,0,2021-03-20
3,sierra,tungurahua,590600,Ambato,387309,4574,3892,682,0,0,2021-03-20
1,sierra,imbabura,476257,Ibarra,221149,5016,3851,1165,0,0,2021-03-20
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,4537,3814,723,0,0,2021-03-20
5,costa,los rios,921763,Babahoyo,175281,3922,3757,165,0,0,2021-03-20
5,insular,galapagos,33042,San Cristobal,9667,3481,3357,124,0,0,2021-03-20
6,sierra,canar,281396,Azogues,86276,3758,3334,424,0,0,2021-03-20
1,sierra,carchi,186869,Tulcan,102395,3531,3208,323,0,0,2021-03-20
3,sierra,bolivar,209933,Guaranda,108763,3363,3126,237,0,0,2021-03-20
3,sierra,cotopaxi,488716,Latacunga,205624,2983,2882,101,0,0,2021-03-20
5,costa,los rios,921763,Quevedo,213842,2809,2650,159,0,0,2021-03-20
6,amazonia,morona santiago,196535,Morona,58281,2909,2594,315,0,0,2021-03-20
5,costa,santa elena,401178,Santa Elena,188821,2725,2557,168,0,0,2021-03-20
2,amazonia,napo,133705,Tena,79182,2880,2542,338,0,0,2021-03-20
4,costa,manabi,1562079,Manta,264281,2889,2391,498,0,0,2021-03-20
1,costa,esmeraldas,591083,Esmeraldas,218727,3066,2190,876,0,0,2021-03-20
2,amazonia,orellana,161338,Orellana,93778,2218,2006,212,0,0,2021-03-20
2,amazonia,sucumbios,230503,Lago Agrio,119594,2247,1965,282,0,0,2021-03-20
1,sierra,imbabura,476257,Otavalo,125785,1942,1730,212,0,0,2021-03-20
4,costa,manabi,1562079,Chone,131002,1925,1590,335,0,0,2021-03-20
2,amazonia,sucumbios,230503,Shushufindi,57949,1587,1587,0,0,0,2021-03-20
7,costa,el oro,715751,Santa Rosa,82171,1543,1507,36,0,0,2021-03-20
9,sierra,pichincha,3228233,Cayambe,107660,1467,1467,0,0,0,2021-03-20
5,insular,galapagos,33042,Isabela,3073,1390,1390,0,0,0,2021-03-20
7,amazonia,zamora chinchipe,120416,Zamora,32761,1297,1216,81,0,0,2021-03-20
9,sierra,pichincha,3228233,Ruminahui,115433,1146,1145,1,0,0,2021-03-20
1,costa,esmeraldas,591083,Quininde,145879,1070,1070,0,0,0,2021-03-20
4,costa,manabi,1562079,Sucre,62443,1273,1030,243,0,0,2021-03-20
6,sierra,canar,281396,Canar,68747,920,920,0,0,0,2021-03-20
4,costa,manabi,1562079,Jipijapa,74645,923,836,87,0,0,2021-03-20
1,sierra,carchi,186869,Montufar,34229,827,773,54,0,0,2021-03-20
5,costa,los rios,921763,Vinces,82329,823,757,66,0,0,2021-03-20
7,costa,el oro,715751,Portovelo,14028,745,745,0,0,0,2021-03-20
1,sierra,imbabura,476257,Cotacachi,44203,773,731,42,0,0,2021-03-20
7,costa,el oro,715751,Pasaje,87723,746,711,35,0,0,2021-03-20
3,sierra,cotopaxi,488716,Pujili,79772,671,671,0,0,0,2021-03-20
8,costa,guayas,4387434,Duran,315724,720,601,119,0,0,2021-03-20
1,costa,esmeraldas,591083,San Lorenzo,62772,604,600,4,0,0,2021-03-20
9,sierra,pichincha,3228233,Mejia,108167,598,597,1,0,0,2021-03-20
3,sierra,tungurahua,590600,Pelileo,66836,589,589,0,0,0,2021-03-20
2,amazonia,pastaza,114202,Pastaza,84377,704,579,125,0,0,2021-03-20
6,sierra,azuay,881394,Paute,29214,576,576,0,0,0,2021-03-20
6,sierra,azuay,881394,Santa Isabel,20935,564,564,0,0,0,2021-03-20
1,costa,esmeraldas,591083,Atacames,55495,607,550,57,0,0,2021-03-20
5,costa,los rios,921763,Valencia,54637,720,549,171,0,0,2021-03-20
7,costa,el oro,715751,Pinas,30206,541,541,0,0,0,2021-03-20
1,costa,esmeraldas,591083,Eloy Alfaro,45629,526,526,0,0,0,2021-03-20
1,sierra,imbabura,476257,Antonio Ante,54311,579,525,54,0,0,2021-03-20
1,sierra,carchi,186869,Espejo,13817,556,516,40,0,0,2021-03-20
5,costa,los rios,921763,Buena Fe,83654,625,497,128,0,0,2021-03-20
3,sierra,cotopaxi,488716,Salcedo,67100,484,470,14,0,0,2021-03-20
7,sierra,loja,521154,Catamayo,35961,459,459,0,0,0,2021-03-20
4,costa,manabi,1562079,Santa Ana,48152,510,450,60,0,0,2021-03-20
3,sierra,cotopaxi,488716,Pangua,24612,446,446,0,0,0,2021-03-20
7,costa,el oro,715751,El Guabo,63645,456,425,31,0,0,2021-03-20
7,sierra,loja,521154,Paltas,23471,420,420,0,0,0,2021-03-20
3,sierra,tungurahua,590600,Pillaro,43371,424,418,6,0,0,2021-03-20
3,sierra,chimborazo,524004,Alausi,45054,412,412,0,0,0,2021-03-20
6,amazonia,morona santiago,196535,Gualaquiza,19555,404,404,0,0,0,2021-03-20
1,sierra,carchi,186869,Mira,11969,402,402,0,0,0,2021-03-20
2,amazonia,napo,133705,Quijos,6847,387,387,0,0,0,2021-03-20
6,sierra,canar,281396,La Troncal,76872,384,384,0,0,0,2021-03-20
5,costa,los rios,921763,Montalvo,28720,415,384,31,0,0,2021-03-20
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,405,366,39,0,0,2021-03-20
7,sierra,loja,521154,Macara,20269,363,363,0,0,0,2021-03-20
3,sierra,tungurahua,590600,Banos,25043,350,350,0,0,0,2021-03-20
4,costa,manabi,1562079,El Carmen,111344,350,350,0,0,0,2021-03-20
3,sierra,chimborazo,524004,Guamote,58291,349,349,0,0,0,2021-03-20
1,costa,esmeraldas,591083,Rioverde,31475,439,338,101,0,0,2021-03-20
7,sierra,loja,521154,Saraguro,33506,338,338,0,0,0,2021-03-20
3,sierra,chimborazo,524004,Colta,44838,333,332,1,0,0,2021-03-20
7,sierra,loja,521154,Calvas,29565,316,316,0,0,0,2021-03-20
7,costa,el oro,715751,Huaquillas,60440,327,315,12,0,0,2021-03-20
9,sierra,pichincha,3228233,Puerto Quito,24911,306,306,0,0,0,2021-03-20
6,amazonia,morona santiago,196535,Taisha,26773,288,288,0,0,0,2021-03-20
4,costa,manabi,1562079,Jaramijo,28439,413,286,127,0,0,2021-03-20
8,costa,guayas,4387434,Naranjito,43862,284,284,0,0,0,2021-03-20
4,costa,manabi,1562079,Rocafuerte,37312,256,256,0,0,0,2021-03-20
3,sierra,tungurahua,590600,Quero,20627,250,250,0,0,0,2021-03-20
3,sierra,bolivar,209933,San Miguel,29004,235,234,1,0,0,2021-03-20
7,sierra,loja,521154,Puyango,15925,233,233,0,0,0,2021-03-20
6,amazonia,morona santiago,196535,Santiago,11087,224,224,0,0,0,2021-03-20
2,amazonia,orellana,161338,Aguarico,3629,218,218,0,0,0,2021-03-20
4,costa,manabi,1562079,Pajan,37093,216,216,0,0,0,2021-03-20
9,sierra,pichincha,3228233,Pedro Vicente Maldonado,17171,216,216,0,0,0,2021-03-20
3,sierra,chimborazo,524004,Guano,48395,220,208,12,0,0,2021-03-20
4,costa,manabi,1562079,Jama,26116,197,197,0,0,0,2021-03-20
3,sierra,tungurahua,590600,Patate,15825,208,195,13,0,0,2021-03-20
4,costa,manabi,1562079,Pichincha,29599,191,191,0,0,0,2021-03-20
5,costa,los rios,921763,Baba,43429,262,188,74,0,0,2021-03-20
